         294175 function calls (293857 primitive calls) in 13.238 CPU seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:148(VersionConflict)
      160    0.000    0.000    0.000    0.000 pkg_resources.py:1486(__init__)
      232    0.000    0.000    0.000    0.000 pkg_resources.py:1489(has_metadata)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:1492(get_metadata)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:1500(get_metadata_lines)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:151(DistributionNotFound)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:1518(PathMetadata)
      123    0.000    0.000    0.000    0.000 pkg_resources.py:1538(__init__)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:154(UnknownExtra)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:1543(EggMetadata)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:1559(ImpWrapper)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:1580(ImpLoader)
        3    0.000    0.000    0.000    0.000 pkg_resources.py:1643(register_finder)
        3    0.000    0.000    0.000    0.000 pkg_resources.py:165(register_loader_type)
       65    0.000    0.000    0.004    0.000 pkg_resources.py:1653(find_distributions)
        2    0.000    0.000    0.000    0.000 pkg_resources.py:1682(find_nothing)
      346    0.007    0.000    0.043    0.000 pkg_resources.py:1686(find_on_path)
        3    0.000    0.000    0.000    0.000 pkg_resources.py:1726(register_namespace_handler)
        2    0.000    0.000    0.000    0.000 pkg_resources.py:174(get_provider)
      667    0.004    0.000    0.137    0.000 pkg_resources.py:1743(_handle_ns)
    16/10    0.000    0.000    0.039    0.004 pkg_resources.py:1764(declare_namespace)
      134    0.002    0.000    0.100    0.001 pkg_resources.py:1795(fixup_namespace_packages)
      161    0.001    0.000    0.004    0.000 pkg_resources.py:1805(file_ns_handler)
      175    0.001    0.000    0.027    0.000 pkg_resources.py:1827(normalize_path)
     5063    0.004    0.000    0.011    0.000 pkg_resources.py:1831(_normalize_cached)
        4    0.000    0.000    0.000    0.000 pkg_resources.py:1838(_set_parent_ns)
      163    0.001    0.000    0.001    0.000 pkg_resources.py:1846(yield_lines)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:1929(EntryPoint)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:2057(Distribution)
      283    0.002    0.000    0.010    0.000 pkg_resources.py:2059(__init__)
        1    0.001    0.001    0.002    0.002 pkg_resources.py:206(get_build_platform)
      283    0.003    0.000    0.017    0.000 pkg_resources.py:2073(from_location)
      954    0.003    0.000    0.004    0.000 pkg_resources.py:2121(key)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:2140(version)
      487    0.002    0.000    0.015    0.000 pkg_resources.py:2184(_get_metadata)
      134    0.001    0.000    0.187    0.001 pkg_resources.py:2189(activate)
      762    0.002    0.000    0.003    0.000 pkg_resources.py:2221(__getattr__)
       30    0.000    0.000    0.002    0.000 pkg_resources.py:2228(from_filename)
      134    0.003    0.000    0.043    0.000 pkg_resources.py:2280(insert_on)
      134    0.001    0.000    0.032    0.000 pkg_resources.py:2332(check_version_conflict)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:2498(Requirement)
      228    0.010    0.000    0.010    0.000 pkg_resources.py:2598(_get_mro)
      224    0.000    0.000    0.000    0.000 pkg_resources.py:2601(cls)
      228    0.001    0.000    0.012    0.000 pkg_resources.py:2605(_find_adapter)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:2655(_initialize)
      134    0.000    0.000    0.188    0.001 pkg_resources.py:2691(<lambda>)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:316(IMetadataProvider)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:348(IResourceProvider)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:389(WorkingSet)
        1    0.000    0.000    0.032    0.032 pkg_resources.py:392(__init__)
       65    0.001    0.000    0.055    0.001 pkg_resources.py:406(add_entry)
      135    0.000    0.000    0.000    0.000 pkg_resources.py:471(__iter__)
      283    0.003    0.000    0.007    0.000 pkg_resources.py:484(add)
        1    0.000    0.000    0.002    0.002 pkg_resources.py:61(get_supported_platform)
        1    0.000    0.000    0.188    0.188 pkg_resources.py:662(subscribe)
      134    0.000    0.000    0.000    0.000 pkg_resources.py:671(_added_new)
        1    0.000    0.000    0.002    0.002 pkg_resources.py:685(Environment)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:831(ExtractionError)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:849(ResourceManager)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:853(__init__)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:856(resource_exists)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:872(resource_stream)
        1    0.003    0.003    0.264    0.264 pkgdata.py:18(<module>)
        1    0.000    0.000    0.000    0.000 pkgdata.py:34(getResource)
      725    0.001    0.000    0.001    0.000 pkgutil.py:173(__init__)
      662    0.006    0.000    0.114    0.000 pkgutil.py:176(find_module)
      161    0.000    0.000    0.000    0.000 pkgutil.py:229(__init__)
        8    0.000    0.000    0.003    0.000 pkgutil.py:235(load_module)
        8    0.000    0.000    0.000    0.000 pkgutil.py:249(_reopen)
      732    0.002    0.000    0.003    0.000 pkgutil.py:358(get_importer)
        1    0.000    0.000    0.000    0.000 polynomial.py:19(RankWarning)
        1    0.000    0.000    0.003    0.003 polynomial.py:3(<module>)
        1    0.005    0.005    0.007    0.007 polynomial.py:48(<module>)
        1    0.000    0.000    0.000    0.000 polynomial.py:901(poly1d)
        1    0.000    0.000    0.000    0.000 polytemplate.py:11(<module>)
        1    0.000    0.000    0.000    0.000 polyutils.py:33(<module>)
        1    0.000    0.000    0.000    0.000 polyutils.py:48(RankWarning)
        1    0.000    0.000    0.000    0.000 polyutils.py:52(PolyError)
        1    0.000    0.000    0.000    0.000 polyutils.py:56(PolyDomainError)
        1    0.000    0.000    0.000    0.000 polyutils.py:69(PolyBase)
       30    0.000    0.000    0.000    0.000 posixpath.py:110(basename)
      155    0.001    0.000    0.001    0.000 posixpath.py:118(dirname)
     3719    0.011    0.000    0.036    0.000 posixpath.py:130(islink)
      837    0.010    0.000    0.016    0.000 posixpath.py:312(normpath)
      837    0.002    0.000    0.020    0.000 posixpath.py:341(abspath)
      837    0.019    0.000    0.120    0.000 posixpath.py:355(realpath)
      175    0.000    0.000    0.000    0.000 posixpath.py:43(normcase)
     1674    0.002    0.000    0.004    0.000 posixpath.py:51(isabs)
     4426    0.028    0.000    0.043    0.000 posixpath.py:60(join)
       12    0.000    0.000    0.000    0.000 posixpath.py:80(split)
      283    0.001    0.000    0.002    0.000 posixpath.py:95(splitext)
        1    0.000    0.000    0.000    0.000 pprint.py:35(<module>)
        1    0.000    0.000    0.000    0.000 pprint.py:81(PrettyPrinter)
        1    0.000    0.000    0.000    0.000 py3k.py:4(<module>)
      554    0.001    0.000    0.006    0.000 re.py:144(sub)
       19    0.000    0.000    0.015    0.001 re.py:188(compile)
      573    0.002    0.000    0.017    0.000 re.py:229(_compile)
        1    0.000    0.000    0.000    0.000 records.py:214(record)
        1    0.000    0.000    0.000    0.000 records.py:284(recarray)
        1    0.000    0.000    0.000    0.000 records.py:36(<module>)
        1    0.000    0.000    0.000    0.000 records.py:83(format_parser)
        1    0.001    0.001    0.001    0.001 result.py:1(<module>)
        3    0.000    0.000    0.000    0.000 result.py:14(failfast)
        1    0.000    0.000    0.000    0.000 result.py:26(TestResult)
        1    0.004    0.004   13.240   13.240 runclient.py:2(<module>)
        1    0.000    0.000    0.000    0.000 runner.py:1(<module>)
        1    0.000    0.000    0.000    0.000 runner.py:119(TextTestRunner)
        1    0.000    0.000    0.000    0.000 runner.py:12(_WritelnDecorator)
        1    0.000    0.000    0.000    0.000 runner.py:28(TextTestResult)
        1    0.000    0.000    0.000    0.000 scimath.py:17(<module>)
        2    0.000    0.000    0.000    0.000 shape_base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 shutil.py:30(Error)
        1    0.000    0.000    0.000    0.000 shutil.py:33(SpecialFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:37(ExecError)
        1    0.000    0.000    0.000    0.000 shutil.py:5(<module>)
        1    0.000    0.000    0.000    0.000 signals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 signals.py:9(_InterruptHandler)
        1    0.001    0.001    0.001    0.001 sndarray.py:57(<module>)
        1    0.000    0.000    0.000    0.000 socket.py:167(_closedsocket)
        1    0.000    0.000    0.000    0.000 socket.py:179(_socketobject)
        1    0.000    0.000    0.000    0.000 socket.py:185(__init__)
        2    0.000    0.000    0.001    0.000 socket.py:223(meth)
        1    0.000    0.000    0.000    0.000 socket.py:235(_fileobject)
        1    0.005    0.005    0.005    0.005 socket.py:45(<module>)
        1    0.000    0.000    0.000    0.000 spawn.py:7(<module>)
        1    0.000    0.000    0.000    0.000 sprite.py:1079(GroupSingle)
        1    0.000    0.000    0.000    0.000 sprite.py:1090(__init__)
      795    0.002    0.000    0.002    0.000 sprite.py:1098(sprites)
      398    0.002    0.000    0.003    0.000 sprite.py:1102(add_internal)
      459    0.001    0.000    0.001    0.000 sprite.py:112(__init__)
      398    0.001    0.000    0.001    0.000 sprite.py:1123(has_internal)
        1    0.000    0.000    0.000    0.000 sprite.py:1149(collide_rect_ratio)
        1    0.000    0.000    0.000    0.000 sprite.py:1226(collide_circle_ratio)
      857    0.002    0.000    0.002    0.000 sprite.py:146(add_internal)
      397    0.001    0.000    0.001    0.000 sprite.py:149(remove_internal)
        1    0.000    0.000    0.000    0.000 sprite.py:198(DirtySprite)
        1    0.000    0.000    0.000    0.000 sprite.py:255(AbstractGroup)
      403    0.002    0.000    0.002    0.000 sprite.py:267(__init__)
     1991    0.010    0.000    0.013    0.000 sprite.py:271(sprites)
      459    0.001    0.000    0.001    0.000 sprite.py:281(add_internal)
      459    0.001    0.000    0.001    0.000 sprite.py:290(has_internal)
      399    0.003    0.000    0.008    0.000 sprite.py:301(__iter__)
     1259    0.012    0.000    0.021    0.000 sprite.py:307(add)
     1591    0.014    0.000    0.173    0.000 sprite.py:401(draw)
      794    0.152    0.000    1.032    0.001 sprite.py:412(clear)
      397    0.003    0.000    0.006    0.000 sprite.py:446(__nonzero__)
        1    0.000    0.000    0.000    0.000 sprite.py:449(__len__)
        1    0.000    0.000    0.000    0.000 sprite.py:456(__repr__)
        1    0.000    0.000    0.000    0.000 sprite.py:459(Group)
      402    0.005    0.000    0.009    0.000 sprite.py:477(__init__)
        1    0.000    0.000    0.000    0.000 sprite.py:484(RenderUpdates)
        1    0.000    0.000    0.000    0.000 sprite.py:512(OrderedUpdates)
        1    0.000    0.000    0.000    0.000 sprite.py:538(LayeredUpdates)
        1    0.001    0.001    0.001    0.001 sprite.py:66(<module>)
        1    0.000    0.000    0.000    0.000 sprite.py:837(LayeredDirty)
        1    0.000    0.000    0.000    0.000 sprite.py:99(Sprite)
       34    0.000    0.000    0.002    0.000 sre_compile.py:178(_compile_charset)
       34    0.001    0.000    0.001    0.000 sre_compile.py:207(_optimize_charset)
       48    0.000    0.000    0.000    0.000 sre_compile.py:24(_identityfunction)
        4    0.000    0.000    0.000    0.000 sre_compile.py:258(_mk_bitmap)
   113/20    0.002    0.000    0.005    0.000 sre_compile.py:32(_compile)
       53    0.000    0.000    0.000    0.000 sre_compile.py:354(_simple)
       20    0.000    0.000    0.002    0.000 sre_compile.py:361(_compile_info)
       40    0.000    0.000    0.000    0.000 sre_compile.py:474(isstring)
       20    0.000    0.000    0.007    0.000 sre_compile.py:480(_code)
       20    0.000    0.000    0.015    0.001 sre_compile.py:495(compile)
       15    0.000    0.000    0.000    0.000 sre_compile.py:51(fixup)
      230    0.000    0.000    0.000    0.000 sre_parse.py:126(__len__)
      427    0.001    0.000    0.001    0.000 sre_parse.py:130(__getitem__)
       53    0.000    0.000    0.000    0.000 sre_parse.py:134(__setitem__)
      156    0.000    0.000    0.000    0.000 sre_parse.py:138(append)
   166/73    0.001    0.000    0.001    0.000 sre_parse.py:140(getwidth)
       20    0.000    0.000    0.000    0.000 sre_parse.py:178(__init__)
      469    0.001    0.000    0.002    0.000 sre_parse.py:182(__next)
      267    0.000    0.000    0.001    0.000 sre_parse.py:195(match)
      373    0.001    0.000    0.002    0.000 sre_parse.py:201(get)
       40    0.000    0.000    0.000    0.000 sre_parse.py:210(isident)
        2    0.000    0.000    0.000    0.000 sre_parse.py:213(isdigit)
        8    0.000    0.000    0.000    0.000 sre_parse.py:216(isname)
       33    0.000    0.000    0.000    0.000 sre_parse.py:257(_escape)
    48/20    0.000    0.000    0.007    0.000 sre_parse.py:301(_parse_sub)
    56/20    0.002    0.000    0.007    0.000 sre_parse.py:379(_parse)
       20    0.000    0.000    0.008    0.000 sre_parse.py:663(parse)
       20    0.000    0.000    0.000    0.000 sre_parse.py:67(__init__)
       28    0.000    0.000    0.000    0.000 sre_parse.py:72(opengroup)
       28    0.000    0.000    0.000    0.000 sre_parse.py:83(closegroup)
      113    0.000    0.000    0.000    0.000 sre_parse.py:90(__init__)
     4028    0.003    0.000    0.003    0.000 stat.py:24(S_IFMT)
      316    0.000    0.000    0.001    0.000 stat.py:40(S_ISDIR)
     3712    0.005    0.000    0.008    0.000 stat.py:55(S_ISLNK)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:12(DummyArray)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:7(<module>)
        1    0.000    0.000    0.000    0.000 string.py:131(__init__)
        2    0.000    0.000    0.002    0.001 string.py:148(substitute)
      182    0.000    0.000    0.001    0.000 string.py:158(convert)
        1    0.000    0.000    0.000    0.000 string.py:220(lower)
        3    0.000    0.000    0.000    0.000 string.py:511(replace)
        1    0.000    0.000    0.000    0.000 suite.py:1(<module>)
        1    0.000    0.000    0.000    0.000 suite.py:11(BaseTestSuite)
        1    0.000    0.000    0.000    0.000 suite.py:236(_ErrorHolder)
        1    0.000    0.000    0.000    0.000 suite.py:283(_DebugResult)
        1    0.000    0.000    0.000    0.000 suite.py:73(TestSuite)
        1    0.001    0.001    0.084    0.084 surfarray.py:60(<module>)
        1    0.000    0.000    0.000    0.000 sysfont.py:21(<module>)
        1    0.001    0.001    0.005    0.005 threading.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:104(_RLock)
        2    0.000    0.000    0.000    0.000 threading.py:181(Condition)
        1    0.000    0.000    0.000    0.000 threading.py:184(_Condition)
        2    0.000    0.000    0.000    0.000 threading.py:186(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:226(_is_owned)
        1    0.000    0.000    0.000    0.000 threading.py:277(notify)
        1    0.000    0.000    0.000    0.000 threading.py:295(notifyAll)
        1    0.000    0.000    0.000    0.000 threading.py:304(_Semaphore)
        1    0.000    0.000    0.000    0.000 threading.py:352(_BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 threading.py:364(Event)
        1    0.000    0.000    0.000    0.000 threading.py:367(_Event)
        1    0.000    0.000    0.000    0.000 threading.py:371(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:385(set)
        1    0.000    0.000    0.000    0.000 threading.py:424(Thread)
        1    0.000    0.000    0.000    0.000 threading.py:436(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:531(_set_ident)
        1    0.000    0.000    0.000    0.000 threading.py:56(_Verbose)
        4    0.000    0.000    0.000    0.000 threading.py:58(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:63(_note)
        1    0.000    0.000    0.000    0.000 threading.py:733(_Timer)
        1    0.000    0.000    0.000    0.000 threading.py:762(_MainThread)
        1    0.000    0.000    0.000    0.000 threading.py:764(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:771(_set_daemon)
        1    0.000    0.000    0.000    0.000 threading.py:802(_DummyThread)
        1    0.000    0.000    0.000    0.000 twodim_base.py:3(<module>)
        1    0.000    0.000    0.026    0.026 type_check.py:3(<module>)
        1    0.000    0.000    0.000    0.000 ufunclike.py:4(<module>)
        1    0.000    0.000    0.000    0.000 urlparse.py:112(SplitResult)
        1    0.000    0.000    0.000    0.000 urlparse.py:120(ParseResult)
        1    0.001    0.001    0.004    0.004 urlparse.py:29(<module>)
      485    0.001    0.000    0.001    0.000 urlparse.py:310(<genexpr>)
        1    0.000    0.000    0.000    0.000 urlparse.py:67(ResultMixin)
        1    0.000    0.000    0.000    0.000 util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 util.py:16(get_platform)
        1    0.001    0.001    0.002    0.002 util.py:5(<module>)
        2    0.001    0.000    2.719    1.359 utils.py:1(<module>)
       15    0.000    0.000    0.000    0.000 utils.py:108(__init__)
       15    0.000    0.000    0.000    0.000 utils.py:113(__call__)
        1    0.000    0.000    0.000    0.000 utils.py:1315(WarningMessage)
        1    0.000    0.000    0.000    0.000 utils.py:1345(WarningManager)
       15    0.000    0.000    0.000    0.000 utils.py:157(deprecate)
        9    0.000    0.000    0.005    0.001 utils.py:18(loadImage)
        1    0.000    0.000    0.000    0.000 utils.py:3(<module>)
        3    0.000    0.000    0.000    0.000 utils.py:5(serializable)
       15    0.000    0.000    0.000    0.000 utils.py:93(_set_function_name)
        1    0.000    0.000    0.000    0.000 utils.py:97(_Deprecate)
        1    0.000    0.000    0.000    0.000 utils.py:980(SafeEval)
        1    0.000    0.000    0.000    0.000 version.py:28(<module>)
        1    0.000    0.000    0.000    0.000 version.py:3(<module>)
        1    0.000    0.000    0.001    0.001 warnings.py:45(filterwarnings)
        1    0.000    0.000    0.000    0.000 warnings.py:74(simplefilter)
        1    0.000    0.000    0.000    0.000 weakref.py:243(__init__)
        3    0.000    0.000    0.000    0.000 {__import__}
        2    0.000    0.000    0.000    0.000 {_ctypes.POINTER}
        1    0.000    0.000    0.000    0.000 {_ctypes.dlopen}
        1    0.000    0.000    0.000    0.000 {_ctypes.set_conversion_mode}
       46    0.000    0.000    0.000    0.000 {_ctypes.sizeof}
       20    0.000    0.000    0.000    0.000 {_sre.compile}
       40    0.000    0.000    0.000    0.000 {_sre.getlower}
       18    0.000    0.000    0.000    0.000 {_struct.calcsize}
       17    0.000    0.000    0.000    0.000 {all}
      133    0.000    0.000    0.004    0.000 {built-in method fromkeys}
      547    0.001    0.000    0.001    0.000 {built-in method group}
      284    0.001    0.000    0.001    0.000 {built-in method match}
     1870    0.009    0.000    0.009    0.000 {built-in method poll}
        1    0.000    0.000    0.000    0.000 {built-in method register}
      556    0.004    0.000    0.004    0.000 {built-in method sub}
       11    0.001    0.000    0.001    0.000 {cPickle.dumps}
      399    0.029    0.000    0.029    0.000 {cPickle.loads}
        3    0.000    0.000    0.000    0.000 {callable}
      745    0.000    0.000    0.000    0.000 {chr}
        2    0.000    0.000    0.000    0.000 {dir}
     1138    0.001    0.000    0.001    0.000 {getattr}
       64    0.000    0.000    0.000    0.000 {globals}
      165    0.000    0.000    0.000    0.000 {hasattr}
      150    0.000    0.000    0.000    0.000 {imp.acquire_lock}
      662    0.013    0.000    0.013    0.000 {imp.find_module}
        8    0.001    0.000    0.003    0.000 {imp.load_module}
      150    0.000    0.000    0.000    0.000 {imp.release_lock}
     3176    0.004    0.000    0.004    0.000 {isinstance}
       24    0.000    0.000    0.000    0.000 {issubclass}
      399    0.001    0.000    0.001    0.000 {iter}
3109/3047    0.002    0.000    0.002    0.000 {len}
        3    0.000    0.000    0.000    0.000 {locals}
      273    0.004    0.000    0.073    0.000 {map}
       12    0.000    0.000    0.000    0.000 {max}
       17    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        2    0.000    0.000    0.000    0.000 {method 'acquire' of 'thread.lock' objects}
       14    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
     5902    0.003    0.000    0.003    0.000 {method 'append' of 'list' objects}
     2018    1.118    0.001    1.118    0.001 {method 'blit' of 'pygame.Surface' objects}
       77    0.001    0.000    0.001    0.000 {method 'close' of 'file' objects}
        1    0.001    0.001    0.001    0.001 {method 'connect' of '_socket.socket' objects}
        9    0.001    0.000    0.001    0.000 {method 'convert' of 'pygame.Surface' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
    13568    0.009    0.000    0.009    0.000 {method 'endswith' of 'str' objects}
       25    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'fileno' of '_socket.socket' objects}
    79798    1.530    0.000    1.530    0.000 {method 'fill' of 'pygame.Surface' objects}
        5    0.000    0.000    0.000    0.000 {method 'find_module' of 'imp.NullImporter' objects}
      962    0.001    0.000    0.001    0.000 {method 'get' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'get_rect' of 'pygame.Surface' objects}
      139    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        4    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
       97    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
       17    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
       21    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'iteritems' of 'dict' objects}
      895    0.001    0.000    0.001    0.000 {method 'join' of 'str' objects}
     2835    0.004    0.000    0.004    0.000 {method 'keys' of 'dict' objects}
     2998    0.002    0.000    0.002    0.000 {method 'lower' of 'str' objects}
        6    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
        4    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
       77    0.001    0.000    0.001    0.000 {method 'read' of 'file' objects}
     1472    0.038    0.000    0.038    0.000 {method 'recv' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 {method 'release' of 'thread.lock' objects}
       28    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
      281    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
      763    0.001    0.000    0.001    0.000 {method 'rfind' of 'str' objects}
      163    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
       12    0.001    0.000    0.001    0.000 {method 'send' of '_socket.socket' objects}
        9    0.000    0.000    0.000    0.000 {method 'set_colorkey' of 'pygame.Surface' objects}
      641    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
     2752    0.003    0.000    0.003    0.000 {method 'split' of 'str' objects}
       77    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
    15497    0.011    0.000    0.011    0.000 {method 'startswith' of 'str' objects}
      327    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
      399    5.279    0.013    5.279    0.013 {method 'tick' of 'Clock' objects}
      100    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
       20    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
      794    0.010    0.000    0.010    0.000 {method 'values' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
      238    0.000    0.000    0.000    0.000 {min}
       12    0.000    0.000    0.000    0.000 {numpy.core.multiarray.array}
       18    0.000    0.000    0.000    0.000 {numpy.core.multiarray.empty}
        2    0.000    0.000    0.000    0.000 {numpy.core.multiarray.set_string_function}
        1    0.000    0.000    0.000    0.000 {numpy.core.multiarray.set_typeDict}
        1    0.000    0.000    0.000    0.000 {numpy.core.umath.seterrobj}
      240    0.000    0.000    0.000    0.000 {numpy.lib._compiled_base.add_docstring}
       78    0.001    0.000    0.001    0.000 {open}
      120    0.000    0.000    0.000    0.000 {ord}
       63    0.000    0.000    0.000    0.000 {posix.access}
        7    0.000    0.000    0.000    0.000 {posix.getcwd}
        2    0.000    0.000    0.000    0.000 {posix.getpid}
       33    0.003    0.000    0.003    0.000 {posix.listdir}
     3719    0.018    0.000    0.018    0.000 {posix.lstat}
      486    0.004    0.000    0.004    0.000 {posix.stat}
        1    0.000    0.000    0.000    0.000 {posix.uname}
        5    2.605    0.521    2.605    0.521 {pygame.base.init}
      398    1.353    0.003    1.353    0.003 {pygame.display.flip}
        1    0.000    0.000    0.000    0.000 {pygame.display.get_surface}
        2    0.069    0.034    0.333    0.167 {pygame.display.set_mode}
      399    0.018    0.000    0.018    0.000 {pygame.event.poll}
        9    0.004    0.000    0.004    0.000 {pygame.imageext.load_extended}
       11    0.000    0.000    0.000    0.000 {pygame.key.name}
        1    0.000    0.000    0.000    0.000 {pygame.time.Clock}
      910    0.001    0.000    0.001    0.000 {range}
       46    0.000    0.000    0.000    0.000 {repr}
        1    0.000    0.000    0.000    0.000 {select.poll}
       29    0.000    0.000    0.000    0.000 {setattr}
       22    0.000    0.000    0.000    0.000 {sys._getframe}
        1    0.000    0.000    0.000    0.000 {sys.exit}
        3    0.000    0.000    0.000    0.000 {thread.allocate_lock}
        2    0.000    0.000    0.000    0.000 {thread.get_ident}
        1    0.000    0.000    0.000    0.000 {zip}
